month,year,PRODUCT_FAMILY,GMID,LOC,Country,Sales,Forecast,MAPE,MAPE_Impact,MAPE_Contribution,Absolute Error,Non Absolute Error
5,25,14,140006,DE001,DE,78,263.2782122,237.50%,0.01%,0.10%,185.2782122,185.2782122
5,25,14,140006,FI001,FI,52,0,100.00%,0.00%,0.00%,52,-52
5,25,14,140007,DE001,DE,284,295.2615005,4.00%,0.00%,0.00%,11.26150046,11.26150046
5,25,14,140008,DE001,DE,195,200.2161115,2.70%,0.00%,0.00%,5.216111455,5.216111455
5,25,14,140009,DE001,DE,945,865.264396,8.40%,0.01%,0.00%,79.73560395,-79.73560395
5,25,14,140011,BE001,BE,162,149.5311302,7.70%,0.00%,0.00%,12.46886984,-12.46886984
5,25,14,140012,BE001,BE,28,18.20867501,35.00%,0.00%,0.00%,9.791324993,-9.791324993
5,25,14,140013,GB001,GB,92,53.64253834,41.70%,0.00%,0.00%,38.35746166,-38.35746166
5,25,14,140014,GB001,GB,136,124.7334549,8.30%,0.00%,0.00%,11.26654509,-11.26654509
5,25,14,140015,GB001,GB,"1,098",1100.464739,0.20%,0.00%,0.00%,2.46473929,2.46473929
5,25,14,140016,ES001,ES,56,40.04185299,28.50%,0.00%,0.00%,15.95814701,-15.95814701
5,25,14,140017,DK001,DK,394,339,14.00%,0.00%,0.00%,55,-55
5,25,14,140017,FI001,FI,381,501.1673195,31.50%,0.01%,0.00%,120.1673195,120.1673195
5,25,14,140017,SE001,SE,512,510,0.40%,0.00%,0.00%,2,-2
5,25,14,140018,DK001,DK,3,7,133.30%,0.00%,0.00%,4,4
5,25,14,140018,FI001,FI,113,132.6632134,17.40%,0.00%,0.00%,19.66321344,19.66321344
5,25,14,140018,SE001,SE,93,86.41401979,7.10%,0.00%,0.00%,6.585980209,-6.585980209
5,25,14,140019,CH001,CH,17,24.45051089,43.80%,0.00%,0.00%,7.450510888,7.450510888
5,25,14,140020,CH001,CH,92,126.2324969,37.20%,0.00%,0.00%,34.23249692,34.23249692
5,25,14,140021,ES001,ES,279,265.2840771,4.90%,0.00%,0.00%,13.71592295,-13.71592295
5,25,14,140022,ES001,ES,"1,466",1570.440275,7.10%,0.01%,0.00%,104.4402753,104.4402753
5,25,14,140023,CH001,CH,35,22.38838275,36.00%,0.00%,0.00%,12.61161725,-12.61161725
5,25,14,140024,CH001,CH,233,199.5033261,14.40%,0.00%,0.00%,33.49667392,-33.49667392
5,25,14,140028,CA001,CA,65,63,3.10%,0.00%,0.00%,2,-2
5,25,14,140029,CA001,CA,653,550.4889186,15.70%,0.01%,0.00%,102.5110814,-102.5110814
5,25,14,140030,IL001,IL,25,29,16.00%,0.00%,0.00%,4,4
5,25,14,140031,IL001,IL,358,230,35.80%,0.01%,0.00%,128,-128
5,25,14,140032,FR001,FR,89,133.5491034,50.10%,0.00%,0.00%,44.54910343,44.54910343
5,25,14,140032,FR003,FR,0,0.021089631,,0.00%,0.00%,0.021089631,0.021089631
5,25,14,140033,FR001,FR,379,407.0236569,7.40%,0.00%,0.00%,28.02365691,28.02365691
5,25,14,140033,FR003,FR,1,1.220485278,22.00%,0.00%,0.00%,0.220485278,0.220485278
5,25,14,140034,FR001,FR,"1,069",1209.021014,13.10%,0.01%,0.10%,140.0210142,140.0210142
5,25,14,140034,FR003,FR,39,21.43314509,45.00%,0.00%,0.00%,17.56685491,-17.56685491
5,25,14,140035,FR001,FR,385,435.0525541,13.00%,0.00%,0.00%,50.05255406,50.05255406
5,25,14,140035,FR003,FR,0,6.576274819,,0.00%,0.00%,6.576274819,6.576274819
5,25,14,140036,DK001,DK,93,43,53.80%,0.00%,0.00%,50,-50
5,25,14,140036,FI001,FI,0,217.2303707,,0.01%,0.10%,217.2303707,217.2303707
5,25,14,140037,HK001,HK,0,5,,0.00%,0.00%,5,5
5,25,14,140038,HK001,HK,147,120.4424597,18.10%,0.00%,0.00%,26.55754028,-26.55754028
5,25,14,140039,PR001,PR,106,109,2.80%,0.00%,0.00%,3.000000002,3.000000002
5,25,14,140039,US001,US,"10,749",9569.234139,11.00%,0.08%,0.40%,1179.765861,-1179.765861
5,25,14,140040,PR001,PR,14,13,7.10%,0.00%,0.00%,1.000000001,-1.000000001
5,25,14,140040,US001,US,504,554.1080819,9.90%,0.00%,0.00%,50.10808194,50.10808194
5,25,14,140041,IT001,IT,14,29.04841381,107.50%,0.00%,0.00%,15.04841381,15.04841381
5,25,14,140042,IT001,IT,164,169.10138,3.10%,0.00%,0.00%,5.101380028,5.101380028
5,25,14,140044,CZ001,CZ,439,368,16.20%,0.00%,0.00%,71,-71
5,25,14,140045,CZ001,CZ,86,52,39.50%,0.00%,0.00%,34,-34
5,25,14,140046,IT001,IT,131,83.83737685,36.00%,0.00%,0.00%,47.16262315,-47.16262315
5,25,14,140047,IT001,IT,782,652.5276666,16.60%,0.01%,0.00%,129.4723334,-129.4723334
5,25,14,140049,AT001,AT,91,179.1509213,96.90%,0.01%,0.00%,88.15092126,88.15092126
5,25,14,140049,DE001,DE,295,455.4663722,54.40%,0.01%,0.10%,160.4663722,160.4663722
5,25,14,140050,AT001,AT,34,102.2482759,200.70%,0.00%,0.00%,68.24827586,68.24827586
5,25,14,140050,DE001,DE,54,107.7540767,99.50%,0.00%,0.00%,53.75407666,53.75407666
5,25,14,140051,BE001,BE,24,15.50983146,35.40%,0.00%,0.00%,8.490168543,-8.490168543
5,25,14,140051,NL001,NL,10,4,60.00%,0.00%,0.00%,6,-6
5,25,14,140052,AR001,AR,169,105,37.90%,0.00%,0.00%,64,-64
5,25,14,140054,BE001,BE,69,67.56108367,2.10%,0.00%,0.00%,1.438916326,-1.438916326
5,25,14,140054,NL001,NL,50,39.64150169,20.70%,0.00%,0.00%,10.35849831,-10.35849831
5,25,14,140056,BE001,BE,18,26.79562276,48.90%,0.00%,0.00%,8.795622756,8.795622756
5,25,14,140056,NL001,NL,24,32.64516129,36.00%,0.00%,0.00%,8.64516129,8.64516129
5,25,14,140057,BE001,BE,192,192.9931786,0.50%,0.00%,0.00%,0.99317865,0.99317865
5,25,14,140057,NL001,NL,304,357.9759467,17.80%,0.00%,0.00%,53.97594675,53.97594675
5,25,11,110001,IT001,IT,"6,591",6328.077708,4.00%,0.02%,0.10%,262.922292,-262.922292
5,25,11,110002,PE001,PE,0,210,,0.01%,0.10%,210,210
5,25,11,110003,US001,US,"18,280",23619.73815,29.20%,0.35%,2.00%,5339.738151,5339.738151
5,25,11,110004,DE001,DE,185,185,0.00%,0.00%,0.00%,0,0
5,25,11,110005,DE001,DE,183,176,3.80%,0.00%,0.00%,7,-7
5,25,11,110006,CA001,CA,"3,193",3706,16.10%,0.03%,0.20%,513,513
5,25,11,110008,AT001,AT,5,1,80.00%,0.00%,0.00%,4,-4
5,25,11,110009,AT001,AT,1,2,100.00%,0.00%,0.00%,1,1
5,25,11,110010,PL001,PL,0,117,,0.01%,0.00%,117,117
5,25,11,110011,PT001,PT,"1,780",689,61.30%,0.07%,0.40%,1091,-1091
5,25,11,110012,ES001,ES,"1,841",1345,26.90%,0.03%,0.20%,496,-496
5,25,11,110013,BE001,BE,0,0.001,,0.00%,0.00%,0.001,0.001
5,25,11,110014,IL001,IL,112,56,50.00%,0.00%,0.00%,56,-56
5,25,11,110016,EG001,EG,533,250,53.10%,0.02%,0.10%,283,-283
5,25,11,110016,GB001,GB,"2,305",2620,13.70%,0.02%,0.10%,315,315
5,25,11,110018,CO001,CO,"2,545",1801,29.20%,0.05%,0.30%,744,-744
5,25,11,110019,BR001,BR,168,4117,2350.60%,0.26%,1.50%,3949,3949
5,25,11,110020,MY001,MY,380,148,61.10%,0.02%,0.10%,232,-232
5,25,11,110021,HK001,HK,38,26,31.60%,0.00%,0.00%,12,-12
5,25,11,110023,SG002,SG,0,0,,0.00%,0.00%,0,0
5,25,11,110023,TW001,TW,50,43,14.00%,0.00%,0.00%,7,-7
5,25,11,110024,AU001,AU,28,34,21.40%,0.00%,0.00%,6,6
5,25,11,110025,SE001,SE,425,625,47.10%,0.01%,0.10%,200,200
5,25,11,110026,CL001,CL,280,355,26.80%,0.00%,0.00%,75,75
5,25,11,110027,DK001,DK,402,480,19.40%,0.01%,0.00%,78,78
5,25,11,110027,NO001,NO,400,280,30.00%,0.01%,0.00%,120,-120
5,25,11,110028,GR001,GR,"1,655",1364,17.60%,0.02%,0.10%,291,-291
5,25,11,110029,RO001,RO,524,568,8.40%,0.00%,0.00%,44,44
5,25,11,110031,ZA001,ZA,295,1043,253.60%,0.05%,0.30%,748,748
5,25,11,110051,UA001,UA,0,276,,0.02%,0.10%,276,276
5,25,11,110034,TH001,TH,40,80,100.00%,0.00%,0.00%,40,40
5,25,11,110035,IN001,IN,44,583,1225.00%,0.04%,0.20%,539,539
5,25,11,110036,SA001,SA,0,0.000999999,,0.00%,0.00%,0.000999999,0.000999999
5,25,11,110037,AR001,AR,737,877,19.00%,0.01%,0.10%,140,140
5,25,11,110037,UY001,UY,0,99,,0.01%,0.00%,99,99
5,25,11,110038,CR001,CR,0,0,,0.00%,0.00%,0,0
5,25,11,110038,GT001,GT,0,0,,0.00%,0.00%,0,0
5,25,11,110038,PA001,PA,0,0,,0.00%,0.00%,0,0
5,25,11,110039,VN001,VN,220,40,81.80%,0.01%,0.10%,180,-180
5,25,11,110040,AE002,AE,0,250,,0.02%,0.10%,250,250
5,25,11,110040,EG001,EG,124,0,100.00%,0.01%,0.00%,124,-124
5,25,11,110040,IE001,IE,388,259.0897116,33.20%,0.01%,0.00%,128.9102884,-128.9102884
5,25,11,110040,KW001,KW,0,2000.000016,,0.13%,0.80%,2000.000016,2000.000016
5,25,11,110040,LBN01,LB,0,380,,0.02%,0.10%,380,380
5,25,11,110040,MX001,MX,93,1004,979.60%,0.06%,0.30%,911,911
5,25,11,110040,TR001,TR,"1,804",1000,44.60%,0.05%,0.30%,804,-804
5,25,11,110042,DZ001,DZ,"2,042",2598,27.20%,0.04%,0.20%,556,556
5,25,11,110043,RU001,RU,515,130,74.80%,0.03%,0.10%,385,-385
5,25,11,110044,CR001,CR,0,300,,0.02%,0.10%,300,300
5,25,11,110045,BR001,BR,0,0,,0.00%,0.00%,0,0
5,25,11,110046,BE001,BE,40,25.6,36.00%,0.00%,0.00%,14.4,-14.4
5,25,11,110047,FR001,FR,302,286,5.30%,0.00%,0.00%,16,-16
5,25,11,110047,FR003,FR,0,0.001,,0.00%,0.00%,0.001,0.001
5,25,11,110048,FR001,FR,498,430.6,13.50%,0.00%,0.00%,67.4,-67.4
5,25,11,110048,FR003,FR,4,0.001,100.00%,0.00%,0.00%,3.999,-3.999
5,25,11,110049,JP001,JP,40,0,100.00%,0.00%,0.00%,40,-40
5,25,11,110050,ZA001,ZA,0,0,,0.00%,0.00%,0,0
5,25,11,110055,PY001,PY,1,0,100.00%,0.00%,0.00%,1,-1
5,25,11,110055,UY001,UY,0,150,,0.01%,0.10%,150,150
5,25,12,120002,MY001,MY,0,16,,0.00%,0.00%,16,16
5,25,12,120002,SA001,SA,729,1100,50.90%,0.02%,0.10%,371,371
5,25,12,120002,US001,US,"20,529",20681.001,0.70%,0.01%,0.10%,152.001,152.001
5,25,12,120003,FI001,FI,64,56,12.50%,0.00%,0.00%,8,-8
5,25,12,120003,SE001,SE,188,235,25.00%,0.00%,0.00%,47,47
5,25,12,120004,CA001,CA,362,355,1.90%,0.00%,0.00%,7,-7
5,25,12,120005,DK001,DK,212,218,2.80%,0.00%,0.00%,6,6
5,25,12,120006,DE001,DE,0,4E-06,,0.00%,0.00%,4E-06,4E-06
5,25,12,120007,DE001,DE,0,1E-05,,0.00%,0.00%,1E-05,1E-05
5,25,12,120008,BE001,BE,0,0.0002,,0.00%,0.00%,0.0002,0.0002
5,25,12,120008,DE001,DE,"1,325",1445,9.10%,0.01%,0.00%,120,120
5,25,12,120009,AT001,AT,0,0.001,,0.00%,0.00%,0.001,0.001
5,25,12,120010,AT001,AT,133,112,15.80%,0.00%,0.00%,21,-21
5,25,12,120013,CH001,CH,824,1000,21.40%,0.01%,0.10%,176,176
5,25,12,120014,TW001,TW,"2,954",2674,9.50%,0.02%,0.10%,280,-280
5,25,12,120028,RU001,RU,438,800,82.60%,0.02%,0.10%,362,362
5,25,12,120015,BR001,BR,84,449,434.50%,0.02%,0.10%,365,365
5,25,12,120016,BE001,BE,"2,063",2312,12.10%,0.02%,0.10%,249,249
5,25,12,120017,FR001,FR,"3,392",3276,3.40%,0.01%,0.00%,116,-116
5,25,12,120017,FR003,FR,46,0.001,100.00%,0.00%,0.00%,45.999,-45.999
5,25,12,120018,AU001,AU,959,3835,299.90%,0.19%,1.10%,2876,2876
5,25,12,120019,HU001,HU,776,681,12.20%,0.01%,0.00%,95,-95
5,25,12,120019,RO001,RO,0,22,,0.00%,0.00%,22,22
5,25,12,120020,BE001,BE,0,0.0012,,0.00%,0.00%,0.0012,0.0012
5,25,12,120021,BE001,BE,0,0.0011,,0.00%,0.00%,0.0011,0.0011
5,25,12,120021,NL001,NL,10,0,100.00%,0.00%,0.00%,10,-10
5,25,12,120029,CZ001,CZ,500,620,24.00%,0.01%,0.00%,120,120
5,25,12,120029,PL001,PL,"1,526",1425,6.60%,0.01%,0.00%,101,-101
5,25,12,120030,IL001,IL,451,546,21.10%,0.01%,0.00%,95,95
5,25,12,120022,AR001,AR,638,837,31.20%,0.01%,0.10%,199,199
5,25,12,120023,GB001,GB,"3,134",3312,5.70%,0.01%,0.10%,178,178
5,25,12,120024,ES001,ES,"1,908",1986,4.10%,0.01%,0.00%,78,78
5,25,12,120024,PT001,PT,718,426,40.70%,0.02%,0.10%,292,-292
5,25,12,120031,HK001,HK,322,315,2.20%,0.00%,0.00%,7,-7
5,25,12,120025,JP001,JP,"1,848",1717,7.10%,0.01%,0.00%,131,-131
5,25,12,120032,KR001,KR,"1,208",1404,16.20%,0.01%,0.10%,196,196
5,25,12,120033,IT001,IT,"5,259",4868,7.40%,0.03%,0.10%,391,-391
5,25,12,120026,AE002,AE,0,100,,0.01%,0.00%,100,100
5,25,12,120026,BH001,BH,0,0.001,,0.00%,0.00%,0.001,0.001
5,25,12,120026,OM001,OM,0,0.001,,0.00%,0.00%,0.001,0.001
5,25,12,120026,SA001,SA,0,0.001,,0.00%,0.00%,0.001,0.001
5,25,12,120027,MY001,MY,0,0,,0.00%,0.00%,0,0
5,25,12,120034,SG002,SG,152,101,33.60%,0.00%,0.00%,51,-51
5,25,12,120035,TH001,TH,0,6,,0.00%,0.00%,6,6
5,25,12,120036,IN001,IN,0,0,,0.00%,0.00%,0,0
5,25,12,120037,ZA001,ZA,0,0,,0.00%,0.00%,0,0
5,25,12,120038,GR001,GR,36,38,5.60%,0.00%,0.00%,2,2
5,25,12,120039,EG001,EG,80,0,100.00%,0.01%,0.00%,80,-80
5,25,13,130004,BE001,BE,45,4,91.10%,0.00%,0.00%,41,-41
5,25,13,130026,BE001,BE,16,45,181.30%,0.00%,0.00%,29,29
5,25,13,130026,NL001,NL,3,0,100.00%,0.00%,0.00%,3,-3
5,25,13,130005,DE001,DE,21,17,19.00%,0.00%,0.00%,4,-4
5,25,13,130006,AT001,AT,18,12,33.30%,0.00%,0.00%,6,-6
5,25,13,130006,DE001,DE,46,56,21.70%,0.00%,0.00%,10,10
5,25,13,130007,CAR01,CA,36,0,100.00%,0.00%,0.00%,36,-36
5,25,13,130007,CO001,CO,0,44,,0.00%,0.00%,44,44
5,25,13,130007,US001,US,"1,232",2025.10683,64.40%,0.05%,0.30%,793.10683,793.10683
5,25,13,130008,CZ001,CZ,0,24,,0.00%,0.00%,24,24
5,25,13,130009,HU001,HU,12,13,8.30%,0.00%,0.00%,1,1
5,25,13,130009,RO001,RO,282,176,37.60%,0.01%,0.00%,106,-106
5,25,13,130010,HU001,HU,4,9,125.00%,0.00%,0.00%,5,5
5,25,13,130036,RU001,RU,250,200,20.00%,0.00%,0.00%,50,-50
5,25,13,130028,CH001,CH,35,25,28.60%,0.00%,0.00%,10,-10
5,25,13,130029,IN001,IN,0,73,,0.00%,0.00%,73,73
5,25,13,130011,BR001,BR,12,370,2983.30%,0.02%,0.10%,358,358
5,25,13,130012,CY001,CY,0,52,,0.00%,0.00%,52,52
5,25,13,130012,FR001,FR,851,895.2582986,5.20%,0.00%,0.00%,44.25829862,44.25829862
5,25,13,130012,PT001,PT,213,177,16.90%,0.00%,0.00%,36,-36
5,25,13,130037,BE001,BE,0,21,,0.00%,0.00%,21,21
5,25,13,130013,GB001,GB,0,16,,0.00%,0.00%,16,16
5,25,13,130013,SA001,SA,0,187,,0.01%,0.10%,187,187
5,25,13,130013,TR001,TR,324,0,100.00%,0.02%,0.10%,324,-324
5,25,13,130015,ES001,ES,55,69,25.50%,0.00%,0.00%,14,14
5,25,13,130016,ES001,ES,439,560,27.60%,0.01%,0.00%,121,121
5,25,13,130017,AT001,AT,9,9,0.00%,0.00%,0.00%,0,0
5,25,13,130017,DE001,DE,116,108,6.90%,0.00%,0.00%,8,-8
5,25,13,130018,IT001,IT,601,441,26.60%,0.01%,0.10%,160,-160
5,25,13,130019,PT001,PT,36,0,100.00%,0.00%,0.00%,36,-36
5,25,13,130020,GB001,GB,19,14,26.30%,0.00%,0.00%,5,-5
5,25,13,130021,JP001,JP,43,75.49551922,75.60%,0.00%,0.00%,32.49551922,32.49551922
5,25,13,130030,CA001,CA,0,0,,0.00%,0.00%,0,0
5,25,13,130031,CA001,CA,0,0,,0.00%,0.00%,0,0
5,25,13,130032,CO001,CO,0,9,,0.00%,0.00%,9,9
5,25,13,130032,US001,US,169,178.75485,5.80%,0.00%,0.00%,9.75485,9.75485
5,25,13,130038,MX001,MX,0,0,,0.00%,0.00%,0,0
5,25,13,130023,PL001,PL,14,69,392.90%,0.00%,0.00%,55,55
5,25,13,130034,IT001,IT,59,28,52.50%,0.00%,0.00%,31,-31
5,25,13,130035,CH001,CH,3,15,400.00%,0.00%,0.00%,12,12
5,25,13,130025,EG001,EG,156,0,100.00%,0.01%,0.10%,156,-156
5,25,13,130025,IQ001,IQ,0,320,,0.02%,0.10%,320,320
5,25,16,160001,GB001,GB,"1,418",1500,5.80%,0.01%,0.00%,82,82
5,25,16,160002,GB001,GB,"2,612",2500,4.30%,0.01%,0.00%,112,-112
5,25,16,160002,IL001,IL,79,0,100.00%,0.01%,0.00%,79,-79
5,25,16,160003,GB001,GB,0,0,,0.00%,0.00%,0,0
5,25,16,160003,PR001,PR,116,154,32.80%,0.00%,0.00%,38,38
5,25,16,160003,US001,US,"8,327",9820,17.90%,0.10%,0.60%,1493,1493
5,25,16,160004,GB001,GB,0,0,,0.00%,0.00%,0,0
5,25,16,160004,IL001,IL,20,0,100.00%,0.00%,0.00%,20,-20
5,25,16,160004,PR001,PR,61,88,44.30%,0.00%,0.00%,27,27
5,25,16,160004,US001,US,"5,155",5987,16.10%,0.05%,0.30%,832,832
5,25,16,160005,DK001,DK,4,7,75.00%,0.00%,0.00%,3,3
5,25,16,160005,NO001,NO,480,664,38.30%,0.01%,0.10%,184,184
5,25,16,160006,DK001,DK,2,2,0.00%,0.00%,0.00%,0,0
5,25,16,160006,NO001,NO,291,332,14.10%,0.00%,0.00%,41,41
5,25,16,160007,FI001,FI,150,178,18.70%,0.00%,0.00%,28,28
5,25,16,160007,GB001,GB,45,50,11.10%,0.00%,0.00%,5,5
5,25,16,160008,FI001,FI,147,266,81.00%,0.01%,0.00%,119,119
5,25,16,160008,GB001,GB,77,80,3.90%,0.00%,0.00%,3,3
5,25,16,160009,CA001,CA,"1,444",1788,23.80%,0.02%,0.10%,344,344
5,25,16,160010,CA001,CA,"1,516",1725,13.80%,0.01%,0.10%,209,209
5,25,16,160013,AT001,AT,311,329.4564958,5.90%,0.00%,0.00%,18.45649579,18.45649579
5,25,16,160014,AT001,AT,246,390.4296399,58.70%,0.01%,0.10%,144.4296399,144.4296399
5,25,16,160015,DE001,DE,"1,925",1643.975978,14.60%,0.02%,0.10%,281.0240224,-281.0240224
5,25,16,160016,DE001,DE,"2,566",1860.667039,27.50%,0.05%,0.30%,705.3329607,-705.3329607
5,25,16,160017,CH001,CH,27,57.31703891,112.30%,0.00%,0.00%,30.31703891,30.31703891
5,25,16,160018,CH001,CH,31,90.64279477,192.40%,0.00%,0.00%,59.64279477,59.64279477
5,25,16,160019,FR001,FR,"1,640",1589.973437,3.10%,0.00%,0.00%,50.02656294,-50.02656294
5,25,16,160019,FR003,FR,45,43.48758192,3.40%,0.00%,0.00%,1.512418076,-1.512418076
5,25,16,160020,FR001,FR,"2,165",2331.556041,7.70%,0.01%,0.10%,166.5560414,166.5560414
5,25,16,160020,FR003,FR,94,54.27188107,42.30%,0.00%,0.00%,39.72811893,-39.72811893
5,25,16,160021,BE001,BE,177,140,20.90%,0.00%,0.00%,37,-37
5,25,16,160021,NL001,NL,140,124.2922164,11.20%,0.00%,0.00%,15.7077836,-15.7077836
5,25,16,160022,BE001,BE,147,101,31.30%,0.00%,0.00%,46,-46
5,25,16,160022,NL001,NL,183,218.9160683,19.60%,0.00%,0.00%,35.91606827,35.91606827
5,25,16,160023,CZ001,CZ,318,451,41.80%,0.01%,0.10%,133,133
5,25,16,160023,PL001,PL,57,130,128.10%,0.00%,0.00%,73,73
5,25,16,160024,CZ001,CZ,338,361,6.80%,0.00%,0.00%,23,23
5,25,16,160024,PL001,PL,63,80,27.00%,0.00%,0.00%,17,17
5,25,16,160025,IT001,IT,"1,915",2126.215373,11.00%,0.01%,0.10%,211.2153734,211.2153734
5,25,16,160026,IT001,IT,"1,639",1406.991156,14.20%,0.02%,0.10%,232.0088439,-232.0088439
5,25,16,160028,BR001,BR,197,450,128.40%,0.02%,0.10%,253,253
5,25,16,160029,BR001,BR,900,850,5.60%,0.00%,0.00%,50,-50
5,25,16,160030,TW001,TW,221,220,0.50%,0.00%,0.00%,1,-1
5,25,16,160031,GR001,GR,178,60,66.30%,0.01%,0.00%,118,-118
5,25,16,160033,DE001,DE,140,0,100.00%,0.01%,0.10%,140,-140
5,25,16,160033,ES001,ES,"1,849",1778,3.80%,0.00%,0.00%,71,-71
5,25,16,160034,ES001,ES,"2,858",2784.854688,2.60%,0.00%,0.00%,73.14531231,-73.14531231
5,25,16,160035,PT001,PT,69,59.67647059,13.50%,0.00%,0.00%,9.323529412,-9.323529412
5,25,16,160036,PT001,PT,88,70,20.50%,0.00%,0.00%,18,-18
5,25,16,160037,MX001,MX,102,48,52.90%,0.00%,0.00%,54,-54
5,25,16,160038,MX001,MX,84,36,57.10%,0.00%,0.00%,48,-48
5,25,16,160039,AE002,AE,83,69,16.90%,0.00%,0.00%,14,-14
5,25,16,160040,AE002,AE,33,50,51.50%,0.00%,0.00%,17,17
5,25,16,160040,IQ001,IQ,0,2268,,0.15%,0.90%,2268,2268
5,25,16,160040,SA001,SA,106,50,52.80%,0.00%,0.00%,56,-56
5,25,16,160041,AR001,AR,577,677.9784771,17.50%,0.01%,0.00%,100.9784771,100.9784771
5,25,16,160042,AR001,AR,379,259,31.70%,0.01%,0.00%,120,-120
5,25,16,160043,RO001,RO,0,36,,0.00%,0.00%,36,36
5,25,16,160044,RO001,RO,0,12,,0.00%,0.00%,12,12
5,25,16,160047,HK001,HK,271,193.6121706,28.60%,0.01%,0.00%,77.38782942,-77.38782942
5,25,16,160048,HK001,HK,185,120.9730403,34.60%,0.00%,0.00%,64.02695967,-64.02695967
5,25,16,160050,SG002,SG,31,30,3.20%,0.00%,0.00%,1,-1
5,25,16,160051,SG002,SG,8,48,500.00%,0.00%,0.00%,40,40
5,25,16,160052,TR001,TR,22,72,227.30%,0.00%,0.00%,50,50
5,25,16,160053,TR001,TR,11,33,200.00%,0.00%,0.00%,22,22
5,25,16,160054,JP001,JP,"4,521",5388.759739,19.20%,0.06%,0.30%,867.7597389,867.7597389
5,25,16,160055,JP001,JP,"3,522",3772.322934,7.10%,0.02%,0.10%,250.322934,250.322934
5,25,16,160059,RU001,RU,"1,257",450,64.20%,0.05%,0.30%,807,-807
5,25,16,160060,RU001,RU,"3,087",750,75.70%,0.15%,0.90%,2337,-2337
5,25,16,160061,CN001,CN,147,90,38.80%,0.00%,0.00%,57,-57